lon,lat,M5.0,M5.1,M5.2,M5.3,M5.4,M5.5,M5.6,M5.7,M5.8,M5.9,M6.0,M6.1,M6.2,M6.3,M6.4,M6.5,M6.6,M6.7,M6.8,M6.9,M7.0,M7.1,M7.2,M7.3,M7.4, M7.5, M7.6, M7.7, M7.8, M7.9, M8.0, alpha
166.2500,-45.5500,0.0002409580,0.0002402120,0.0002402120,0.0002402120,0.0002409580,0.0002417040,0.0002428230,0.0002439420,0.0002458070,0.0002484180,0.0002517750,0.0002555050,0.0002573700,0.0002558780,0.0002525210,0.0002502830,0.0002495370,0.0002495370,0.0002499100,0.0002510290,0.0002532670,0.0002569970,0.0002629650,0.0002693060,0.0002734090,0.0002745280,0.0002741550,0.0002737820,0.0002749010,0.0002763930,0.0002767660,0.0000
166.2500,-45.4500,0.0002633380,0.0002633380,0.0002637110,0.0002637110,0.0002640840,0.0002648300,0.0002655760,0.0002666950,0.0002689330,0.0002726630,0.0002778850,0.0002831070,0.0002857180,0.0002838530,0.0002793770,0.0002756470,0.0002737820,0.0002737820,0.0002745280,0.0002760200,0.0002793770,0.0002849720,0.0002924320,0.0003002650,0.0003058600,0.0003077250,0.0003073520,0.0003069790,0.0003077250,0.0003092170,0.0003088440,0.0000
166.2500,-45.3500,0.0002323790,0.0002327520,0.0002327520,0.0002331250,0.0002331250,0.0002338710,0.0002346170,0.0002357360,0.0002379740,0.0002413310,0.0002461800,0.0002514020,0.0002540130,0.0002528940,0.0002487910,0.0002454340,0.0002435690,0.0002431960,0.0002439420,0.0002461800,0.0002499100,0.0002562510,0.0002652030,0.0002737820,0.0002797500,0.0002819880,0.0002819880,0.0002812420,0.0002823610,0.0002834800,0.0002827340,0.0000
166.2500,-45.2500,0.0002603540,0.0002603540,0.0002603540,0.0002603540,0.0002607270,0.0002614730,0.0002625920,0.0002633380,0.0002648300,0.0002670680,0.0002700520,0.0002734090,0.0002760200,0.0002756470,0.0002737820,0.0002719170,0.0002707980,0.0002700520,0.0002707980,0.0002726630,0.0002763930,0.0002827340,0.0002913130,0.0002995190,0.0003051140,0.0003069790,0.0003066060,0.0003058600,0.0003066060,0.0003077250,0.0003069790,0.0000
166.3500,-46.3500,0.0000719890,0.0000719890,0.0000712430,0.0000701240,0.0000682590,0.0000675130,0.0000667670,0.0000667670,0.0000660210,0.0000649020,0.0000634100,0.0000615450,0.0000593070,0.0000581880,0.0000593070,0.0000626640,0.0000671400,0.0000716160,0.0000738540,0.0000738540,0.0000716160,0.0000686320,0.0000667670,0.0000656480,0.0000645290,0.0000634100,0.0000626640,0.0000622910,0.0000630370,0.0000660210,0.0000701240,0.0000
166.3500,-46.2500,0.0000690050,0.0000693780,0.0000693780,0.0000693780,0.0000697510,0.0000704970,0.0000716160,0.0000723620,0.0000731080,0.0000727350,0.0000719890,0.0000701240,0.0000682590,0.0000675130,0.0000690050,0.0000734810,0.0000790760,0.0000842980,0.0000869090,0.0000861630,0.0000831790,0.0000798220,0.0000775840,0.0000768380,0.0000764650,0.0000760920,0.0000753460,0.0000753460,0.0000768380,0.0000794490,0.0000831790,0.0000
166.3500,-46.1500,0.0000816870,0.0000820600,0.0000824330,0.0000835520,0.0000842980,0.0000850440,0.0000857900,0.0000865360,0.0000872820,0.0000872820,0.0000869090,0.0000854170,0.0000842980,0.0000842980,0.0000865360,0.0000917580,0.0000977260,0.0001029480,0.0001051860,0.0001040670,0.0001003370,0.0000966070,0.0000947420,0.0000943690,0.0000943690,0.0000939960,0.0000932500,0.0000936230,0.0000951150,0.0000973530,0.0001007100,0.0000
166.3500,-46.0500,0.0001025750,0.0001025750,0.0001033210,0.0001040670,0.0001048130,0.0001055590,0.0001063050,0.0001077970,0.0001085430,0.0001092890,0.0001089160,0.0001077970,0.0001070510,0.0001074240,0.0001104080,0.0001152570,0.0001212250,0.0001260740,0.0001279390,0.0001264470,0.0001230900,0.0001197330,0.0001182410,0.0001182410,0.0001186140,0.0001182410,0.0001174950,0.0001174950,0.0001186140,0.0001208520,0.0001230900,0.0000
166.3500,-45.9500,0.0001171220,0.0001174950,0.0001178680,0.0001186140,0.0001197330,0.0001215980,0.0001234630,0.0001257010,0.0001268200,0.0001271930,0.0001260740,0.0001245820,0.0001234630,0.0001234630,0.0001260740,0.0001305500,0.0001353990,0.0001395020,0.0001409940,0.0001398750,0.0001376370,0.0001357720,0.0001357720,0.0001368910,0.0001376370,0.0001376370,0.0001368910,0.0001368910,0.0001376370,0.0001395020,0.0001409940,0.0000
166.3500,-45.8500,0.0001312960,0.0001316690,0.0001320420,0.0001327880,0.0001346530,0.0001372640,0.0001402480,0.0001424860,0.0001432320,0.0001424860,0.0001406210,0.0001391290,0.0001376370,0.0001380100,0.0001398750,0.0001432320,0.0001469620,0.0001499460,0.0001510650,0.0001506920,0.0001499460,0.0001499460,0.0001514380,0.0001540490,0.0001555410,0.0001555410,0.0001547950,0.0001544220,0.0001551680,0.0001566600,0.0001574060,0.0000
166.3500,-45.7500,0.0001592710,0.0001596440,0.0001603900,0.0001611360,0.0001633740,0.0001663580,0.0001693420,0.0001715800,0.0001719530,0.0001712070,0.0001697150,0.0001689690,0.0001685960,0.0001685960,0.0001697150,0.0001719530,0.0001741910,0.0001760560,0.0001768020,0.0001771750,0.0001771750,0.0001786670,0.0001816510,0.0001850080,0.0001872460,0.0001872460,0.0001861270,0.0001857540,0.0001861270,0.0001872460,0.0001876190,0.0000
166.3500,-45.6500,0.0001973170,0.0001976900,0.0001984360,0.0001991820,0.0002006740,0.0002032850,0.0002058960,0.0002077610,0.0002085070,0.0002088800,0.0002096260,0.0002103720,0.0002107450,0.0002107450,0.0002099990,0.0002103720,0.0002107450,0.0002114910,0.0002118640,0.0002122370,0.0002129830,0.0002155940,0.0002196970,0.0002241730,0.0002271570,0.0002275300,0.0002260380,0.0002252920,0.0002256650,0.0002271570,0.0002271570,0.0000
166.3500,-45.5500,0.0002573700,0.0002573700,0.0002573700,0.0002573700,0.0002581160,0.0002592350,0.0002607270,0.0002622190,0.0002637110,0.0002659490,0.0002689330,0.0002715440,0.0002734090,0.0002730360,0.0002707980,0.0002693060,0.0002689330,0.0002689330,0.0002693060,0.0002700520,0.0002722900,0.0002760200,0.0002823610,0.0002883290,0.0002924320,0.0002931780,0.0002924320,0.0002913130,0.0002920590,0.0002931780,0.0002928050,0.0000
166.3500,-45.4500,0.0002984000,0.0002987730,0.0002991460,0.0002991460,0.0002998920,0.0003002650,0.0003013840,0.0003025030,0.0003047410,0.0003077250,0.0003118280,0.0003163040,0.0003189150,0.0003181690,0.0003155580,0.0003129470,0.0003118280,0.0003114550,0.0003118280,0.0003136930,0.0003170500,0.0003226450,0.0003308510,0.0003386840,0.0003439060,0.0003457710,0.0003450250,0.0003446520,0.0003450250,0.0003465170,0.0003453980,0.0000
166.3500,-45.3500,0.0002984000,0.0002984000,0.0002987730,0.0002987730,0.0002991460,0.0002998920,0.0003006380,0.0003021300,0.0003039950,0.0003066060,0.0003107090,0.0003148120,0.0003177960,0.0003177960,0.0003159310,0.0003136930,0.0003122010,0.0003118280,0.0003122010,0.0003144390,0.0003185420,0.0003256290,0.0003345810,0.0003435330,0.0003495010,0.0003517390,0.0003513660,0.0003506200,0.0003513660,0.0003524850,0.0003509930,0.0000
166.3500,-45.2500,0.0003394300,0.0003394300,0.0003390570,0.0003386840,0.0003386840,0.0003394300,0.0003405490,0.0003416680,0.0003431600,0.0003446520,0.0003468900,0.0003495010,0.0003521120,0.0003532310,0.0003532310,0.0003524850,0.0003513660,0.0003509930,0.0003509930,0.0003528580,0.0003569610,0.0003640480,0.0003730000,0.0003819520,0.0003875470,0.0003890390,0.0003882930,0.0003875470,0.0003882930,0.0003890390,0.0003875470,0.0000
166.4500,-46.1500,0.0000607990,0.0000611720,0.0000615450,0.0000619180,0.0000622910,0.0000630370,0.0000637830,0.0000645290,0.0000652750,0.0000652750,0.0000652750,0.0000645290,0.0000641560,0.0000645290,0.0000667670,0.0000708700,0.0000753460,0.0000794490,0.0000809410,0.0000801950,0.0000775840,0.0000753460,0.0000742270,0.0000746000,0.0000749730,0.0000749730,0.0000746000,0.0000749730,0.0000764650,0.0000790760,0.0000824330,0.0000
166.4500,-46.0500,0.0000760920,0.0000764650,0.0000764650,0.0000772110,0.0000779570,0.0000787030,0.0000798220,0.0000813140,0.0000816870,0.0000820600,0.0000816870,0.0000809410,0.0000805680,0.0000809410,0.0000831790,0.0000872820,0.0000917580,0.0000954880,0.0000969800,0.0000958610,0.0000936230,0.0000913850,0.0000910120,0.0000917580,0.0000925040,0.0000925040,0.0000921310,0.0000925040,0.0000939960,0.0000962340,0.0000988450,0.0000
166.4500,-45.9500,0.0000984720,0.0000988450,0.0000992180,0.0000999640,0.0001010830,0.0001033210,0.0001055590,0.0001074240,0.0001081700,0.0001074240,0.0001059320,0.0001044400,0.0001033210,0.0001036940,0.0001055590,0.0001092890,0.0001133920,0.0001163760,0.0001174950,0.0001167490,0.0001152570,0.0001145110,0.0001152570,0.0001167490,0.0001182410,0.0001182410,0.0001174950,0.0001174950,0.0001186140,0.0001201060,0.0001219710,0.0000
166.4500,-45.8500,0.0001413670,0.0001417400,0.0001421130,0.0001436050,0.0001458430,0.0001495730,0.0001533030,0.0001559140,0.0001559140,0.0001540490,0.0001510650,0.0001488270,0.0001473350,0.0001473350,0.0001488270,0.0001518110,0.0001551680,0.0001574060,0.0001585250,0.0001585250,0.0001585250,0.0001588980,0.0001607630,0.0001633740,0.0001652390,0.0001648660,0.0001641200,0.0001633740,0.0001637470,0.0001648660,0.0001652390,0.0000
166.4500,-45.7500,0.0002017930,0.0002025390,0.0002032850,0.0002047770,0.0002077610,0.0002122370,0.0002170860,0.0002196970,0.0002196970,0.0002174590,0.0002148480,0.0002126100,0.0002118640,0.0002118640,0.0002133560,0.0002152210,0.0002174590,0.0002193240,0.0002200700,0.0002204430,0.0002208160,0.0002223080,0.0002252920,0.0002286490,0.0002301410,0.0002297680,0.0002282760,0.0002267840,0.0002267840,0.0002275300,0.0002271570,0.0000
166.4500,-45.6500,0.0002282760,0.0002290220,0.0002297680,0.0002312600,0.0002334980,0.0002368550,0.0002409580,0.0002435690,0.0002439420,0.0002431960,0.0002424500,0.0002424500,0.0002428230,0.0002428230,0.0002431960,0.0002439420,0.0002446880,0.0002450610,0.0002450610,0.0002454340,0.0002461800,0.0002484180,0.0002521480,0.0002562510,0.0002581160,0.0002577430,0.0002555050,0.0002536400,0.0002532670,0.0002540130,0.0002532670,0.0000
166.4500,-45.5500,0.0002719170,0.0002726630,0.0002726630,0.0002726630,0.0002734090,0.0002749010,0.0002771390,0.0002790040,0.0002804960,0.0002816150,0.0002834800,0.0002853450,0.0002872100,0.0002875830,0.0002868370,0.0002860910,0.0002860910,0.0002857180,0.0002857180,0.0002860910,0.0002879560,0.0002916860,0.0002976540,0.0003032490,0.0003062330,0.0003066060,0.0003047410,0.0003028760,0.0003028760,0.0003032490,0.0003021300,0.0000
166.4500,-45.4500,0.0003260020,0.0003263750,0.0003267480,0.0003267480,0.0003271210,0.0003282400,0.0003293590,0.0003308510,0.0003323430,0.0003345810,0.0003375650,0.0003409220,0.0003435330,0.0003442790,0.0003435330,0.0003427870,0.0003420410,0.0003416680,0.0003416680,0.0003431600,0.0003465170,0.0003524850,0.0003599450,0.0003677780,0.0003726270,0.0003737460,0.0003726270,0.0003715080,0.0003715080,0.0003722540,0.0003707620,0.0000
166.4500,-45.3500,0.0003778490,0.0003782220,0.0003782220,0.0003782220,0.0003782220,0.0003785950,0.0003797140,0.0003808330,0.0003823250,0.0003845630,0.0003871740,0.0003905310,0.0003935150,0.0003953800,0.0003957530,0.0003953800,0.0003946340,0.0003938880,0.0003935150,0.0003953800,0.0003998560,0.0004069430,0.0004158950,0.0004248470,0.0004304420,0.0004319340,0.0004311880,0.0004304420,0.0004308150,0.0004315610,0.0004296960,0.0000
166.4500,-45.2500,0.0004047050,0.0004050780,0.0004039590,0.0004020940,0.0004009750,0.0004006020,0.0004013480,0.0004028400,0.0004039590,0.0004050780,0.0004065700,0.0004088080,0.0004114190,0.0004144030,0.0004166410,0.0004173870,0.0004166410,0.0004151490,0.0004147760,0.0004158950,0.0004203710,0.0004278310,0.0004371560,0.0004457350,0.0004509570,0.0004524490,0.0004513300,0.0004502110,0.0004505840,0.0004513300,0.0004490920,0.0000
166.4500,-45.1500,0.0003286130,0.0003286130,0.0003271210,0.0003252560,0.0003237640,0.0003237640,0.0003248830,0.0003260020,0.0003267480,0.0003267480,0.0003271210,0.0003278670,0.0003304780,0.0003345810,0.0003379380,0.0003394300,0.0003386840,0.0003368190,0.0003357000,0.0003360730,0.0003401760,0.0003472630,0.0003562150,0.0003640480,0.0003688970,0.0003700160,0.0003688970,0.0003681510,0.0003688970,0.0003700160,0.0003677780,0.0000
166.5500,-46.0500,0.0000626640,0.0000626640,0.0000630370,0.0000634100,0.0000641560,0.0000649020,0.0000660210,0.0000667670,0.0000671400,0.0000671400,0.0000667670,0.0000663940,0.0000663940,0.0000667670,0.0000686320,0.0000716160,0.0000749730,0.0000775840,0.0000787030,0.0000779570,0.0000764650,0.0000757190,0.0000760920,0.0000772110,0.0000779570,0.0000779570,0.0000779570,0.0000779570,0.0000794490,0.0000816870,0.0000842980,0.0000
166.5500,-45.9500,0.0000857900,0.0000861630,0.0000865360,0.0000872820,0.0000887740,0.0000910120,0.0000932500,0.0000947420,0.0000947420,0.0000939960,0.0000925040,0.0000910120,0.0000902660,0.0000906390,0.0000925040,0.0000954880,0.0000984720,0.0001007100,0.0001018290,0.0001014560,0.0001007100,0.0001003370,0.0001018290,0.0001036940,0.0001051860,0.0001051860,0.0001044400,0.0001044400,0.0001055590,0.0001074240,0.0001089160,0.0000
166.5500,-45.8500,0.0001596440,0.0001600170,0.0001607630,0.0001618820,0.0001648660,0.0001693420,0.0001734450,0.0001756830,0.0001753100,0.0001726990,0.0001697150,0.0001667310,0.0001656120,0.0001656120,0.0001671040,0.0001697150,0.0001723260,0.0001745640,0.0001753100,0.0001756830,0.0001756830,0.0001768020,0.0001790400,0.0001816510,0.0001835160,0.0001831430,0.0001820240,0.0001812780,0.0001816510,0.0001831430,0.0001835160,0.0000
166.5500,-45.7500,0.0002913130,0.0002916860,0.0002928050,0.0002946700,0.0002984000,0.0003039950,0.0003095900,0.0003125740,0.0003118280,0.0003088440,0.0003047410,0.0003021300,0.0003006380,0.0003010110,0.0003025030,0.0003047410,0.0003066060,0.0003080980,0.0003088440,0.0003092170,0.0003099630,0.0003118280,0.0003148120,0.0003177960,0.0003192880,0.0003185420,0.0003166770,0.0003148120,0.0003144390,0.0003151850,0.0003144390,0.0000
166.5500,-45.6500,0.0002804960,0.0002812420,0.0002823610,0.0002838530,0.0002868370,0.0002916860,0.0002965350,0.0002995190,0.0002998920,0.0002980270,0.0002965350,0.0002954160,0.0002954160,0.0002957890,0.0002969080,0.0002980270,0.0002991460,0.0002995190,0.0002995190,0.0002995190,0.0003002650,0.0003025030,0.0003062330,0.0003095900,0.0003110820,0.0003095900,0.0003069790,0.0003043680,0.0003036220,0.0003032490,0.0003017570,0.0000
166.5500,-45.5500,0.0002969080,0.0002965350,0.0002961620,0.0002961620,0.0002972810,0.0002995190,0.0003025030,0.0003043680,0.0003054870,0.0003058600,0.0003062330,0.0003073520,0.0003088440,0.0003095900,0.0003099630,0.0003103360,0.0003099630,0.0003092170,0.0003084710,0.0003084710,0.0003095900,0.0003129470,0.0003177960,0.0003226450,0.0003245100,0.0003237640,0.0003207800,0.0003181690,0.0003174230,0.0003170500,0.0003148120,0.0000
166.5500,-45.4500,0.0003539770,0.0003536040,0.0003528580,0.0003517390,0.0003513660,0.0003521120,0.0003532310,0.0003543500,0.0003550960,0.0003562150,0.0003577070,0.0003599450,0.0003621830,0.0003640480,0.0003647940,0.0003647940,0.0003640480,0.0003629290,0.0003621830,0.0003629290,0.0003655400,0.0003707620,0.0003778490,0.0003845630,0.0003882930,0.0003882930,0.0003864280,0.0003841900,0.0003838170,0.0003838170,0.0003812060,0.0000
166.5500,-45.3500,0.0004759480,0.0004766940,0.0004763210,0.0004752020,0.0004740830,0.0004737100,0.0004740830,0.0004748290,0.0004755750,0.0004770670,0.0004785590,0.0004811700,0.0004845270,0.0004875110,0.0004897490,0.0004908680,0.0004901220,0.0004882570,0.0004875110,0.0004882570,0.0004919870,0.0004987010,0.0005072800,0.0005151130,0.0005195890,0.0005207080,0.0005188430,0.0005173510,0.0005173510,0.0005177240,0.0005147400,0.0000
166.5500,-45.2500,0.0005818800,0.0005829990,0.0005811340,0.0005770310,0.0005725550,0.0005695710,0.0005688250,0.0005691980,0.0005699440,0.0005706900,0.0005714360,0.0005733010,0.0005766580,0.0005811340,0.0005852370,0.0005871020,0.0005863560,0.0005841180,0.0005818800,0.0005822530,0.0005863560,0.0005934430,0.0006023950,0.0006102280,0.0006150770,0.0006158230,0.0006143310,0.0006128390,0.0006132120,0.0006135850,0.0006106010,0.0000
166.5500,-45.1500,0.0004725910,0.0004729640,0.0004699800,0.0004651310,0.0004602820,0.0004569250,0.0004561790,0.0004565520,0.0004569250,0.0004565520,0.0004561790,0.0004572980,0.0004606550,0.0004658770,0.0004714720,0.0004737100,0.0004725910,0.0004692340,0.0004662500,0.0004658770,0.0004696070,0.0004766940,0.0004856460,0.0004931060,0.0004975820,0.0004987010,0.0004975820,0.0004968360,0.0004979550,0.0004987010,0.0004960900,0.0000
166.5500,-45.0500,0.0002864640,0.0002868370,0.0002860910,0.0002845990,0.0002834800,0.0002834800,0.0002834800,0.0002842260,0.0002842260,0.0002838530,0.0002834800,0.0002845990,0.0002883290,0.0002942970,0.0002998920,0.0003025030,0.0003010110,0.0002976540,0.0002939240,0.0002931780,0.0002961620,0.0003028760,0.0003110820,0.0003177960,0.0003218990,0.0003233910,0.0003230180,0.0003233910,0.0003252560,0.0003267480,0.0003248830,0.0000
166.6500,-45.8500,0.0001387560,0.0001387560,0.0001395020,0.0001406210,0.0001436050,0.0001473350,0.0001514380,0.0001533030,0.0001525570,0.0001503190,0.0001473350,0.0001450970,0.0001439780,0.0001443510,0.0001458430,0.0001477080,0.0001499460,0.0001514380,0.0001521840,0.0001525570,0.0001529300,0.0001544220,0.0001570330,0.0001596440,0.0001611360,0.0001611360,0.0001603900,0.0001596440,0.0001603900,0.0001618820,0.0001622550,0.0000
166.6500,-45.7500,0.0002596080,0.0002599810,0.0002607270,0.0002625920,0.0002663220,0.0002715440,0.0002771390,0.0002801230,0.0002793770,0.0002760200,0.0002722900,0.0002696790,0.0002681870,0.0002685600,0.0002704250,0.0002722900,0.0002741550,0.0002752740,0.0002760200,0.0002767660,0.0002778850,0.0002797500,0.0002831070,0.0002864640,0.0002879560,0.0002872100,0.0002853450,0.0002838530,0.0002838530,0.0002845990,0.0002838530,0.0000
166.6500,-45.6500,0.0003159310,0.0003163040,0.0003170500,0.0003189150,0.0003226450,0.0003278670,0.0003330890,0.0003360730,0.0003364460,0.0003345810,0.0003327160,0.0003312240,0.0003312240,0.0003323430,0.0003338350,0.0003353270,0.0003364460,0.0003371920,0.0003371920,0.0003371920,0.0003383110,0.0003409220,0.0003446520,0.0003480090,0.0003491280,0.0003476360,0.0003450250,0.0003424140,0.0003412950,0.0003409220,0.0003394300,0.0000
166.6500,-45.5500,0.0003122010,0.0003107090,0.0003092170,0.0003084710,0.0003092170,0.0003118280,0.0003148120,0.0003170500,0.0003174230,0.0003170500,0.0003166770,0.0003170500,0.0003177960,0.0003192880,0.0003200340,0.0003207800,0.0003204070,0.0003192880,0.0003177960,0.0003174230,0.0003185420,0.0003215260,0.0003260020,0.0003297320,0.0003312240,0.0003297320,0.0003263750,0.0003233910,0.0003218990,0.0003211530,0.0003185420,0.0000
166.6500,-45.4500,0.0003931420,0.0003909040,0.0003875470,0.0003845630,0.0003823250,0.0003819520,0.0003823250,0.0003826980,0.0003823250,0.0003819520,0.0003823250,0.0003830710,0.0003841900,0.0003860550,0.0003875470,0.0003875470,0.0003864280,0.0003841900,0.0003819520,0.0003815790,0.0003834440,0.0003882930,0.0003942610,0.0003998560,0.0004020940,0.0004013480,0.0003987370,0.0003957530,0.0003950070,0.0003942610,0.0003912770,0.0000
166.6500,-45.3500,0.0005949350,0.0005953080,0.0005938160,0.0005915780,0.0005885940,0.0005867290,0.0005856100,0.0005852370,0.0005852370,0.0005856100,0.0005863560,0.0005878480,0.0005908320,0.0005945620,0.0005979190,0.0005994110,0.0005982920,0.0005953080,0.0005926970,0.0005919510,0.0005949350,0.0006009030,0.0006083630,0.0006147040,0.0006176880,0.0006173150,0.0006150770,0.0006124660,0.0006120930,0.0006113470,0.0006079900,0.0000
166.6500,-45.2500,0.0009425710,0.0009444360,0.0009421980,0.0009366030,0.0009295160,0.0009231750,0.0009190720,0.0009175800,0.0009172070,0.0009172070,0.0009172070,0.0009183260,0.0009213100,0.0009269050,0.0009325000,0.0009351110,0.0009336190,0.0009295160,0.0009257860,0.0009242940,0.0009272780,0.0009339920,0.0009421980,0.0009489120,0.0009522690,0.0009518960,0.0009500310,0.0009481660,0.0009477930,0.0009474200,0.0009440630,0.0000
166.6500,-45.1500,0.0008026960,0.0008038150,0.0008008310,0.0007944900,0.0007874030,0.0007814350,0.0007777050,0.0007762130,0.0007754670,0.0007750940,0.0007743480,0.0007750940,0.0007788240,0.0007855380,0.0007926250,0.0007956090,0.0007941170,0.0007888950,0.0007836730,0.0007818080,0.0007847920,0.0007918790,0.0008004580,0.0008075450,0.0008112750,0.0008116480,0.0008109020,0.0008101560,0.0008109020,0.0008116480,0.0008082910,0.0000
166.6500,-45.0500,0.0004185060,0.0004192520,0.0004185060,0.0004170140,0.0004147760,0.0004132840,0.0004121650,0.0004114190,0.0004110460,0.0004106730,0.0004106730,0.0004121650,0.0004166410,0.0004241010,0.0004319340,0.0004352910,0.0004334260,0.0004282040,0.0004229820,0.0004207440,0.0004237280,0.0004304420,0.0004382750,0.0004449890,0.0004490920,0.0004502110,0.0004505840,0.0004509570,0.0004531950,0.0004546870,0.0004524490,0.0000
166.6500,-44.9500,0.0002334980,0.0002342440,0.0002342440,0.0002342440,0.0002342440,0.0002342440,0.0002342440,0.0002342440,0.0002342440,0.0002342440,0.0002349900,0.0002368550,0.0002413310,0.0002484180,0.0002555050,0.0002584890,0.0002569970,0.0002525210,0.0002480450,0.0002461800,0.0002484180,0.0002543860,0.0002614730,0.0002674410,0.0002707980,0.0002722900,0.0002730360,0.0002745280,0.0002775120,0.0002793770,0.0002775120,0.0000
