lon,lat,M5.0,M5.1,M5.2,M5.3,M5.4,M5.5,M5.6,M5.7,M5.8,M5.9,M6.0,M6.1,M6.2,M6.3,M6.4,M6.5,M6.6,M6.7,M6.8,M6.9,M7.0,M7.1,M7.2,M7.3,M7.4, M7.5, M7.6, M7.7, M7.8, M7.9, M8.0, alpha
166.7500,-45.7500,0.0001540490,0.0001544220,0.0001551680,0.0001566600,0.0001596440,0.0001637470,0.0001678500,0.0001700880,0.0001697150,0.0001678500,0.0001652390,0.0001633740,0.0001626280,0.0001633740,0.0001644930,0.0001663580,0.0001678500,0.0001685960,0.0001693420,0.0001700880,0.0001712070,0.0001738180,0.0001771750,0.0001809050,0.0001827700,0.0001823970,0.0001812780,0.0001805320,0.0001809050,0.0001820240,0.0001816510,0.0000
166.7500,-45.6500,0.0002249190,0.0002249190,0.0002252920,0.0002267840,0.0002293950,0.0002338710,0.0002379740,0.0002405850,0.0002409580,0.0002398390,0.0002383470,0.0002376010,0.0002376010,0.0002387200,0.0002402120,0.0002420770,0.0002428230,0.0002431960,0.0002435690,0.0002439420,0.0002454340,0.0002484180,0.0002528940,0.0002566240,0.0002584890,0.0002577430,0.0002555050,0.0002540130,0.0002536400,0.0002540130,0.0002528940,0.0000
166.7500,-45.5500,0.0002696790,0.0002674410,0.0002652030,0.0002640840,0.0002644570,0.0002666950,0.0002693060,0.0002711710,0.0002715440,0.0002715440,0.0002711710,0.0002711710,0.0002719170,0.0002734090,0.0002752740,0.0002760200,0.0002760200,0.0002749010,0.0002741550,0.0002741550,0.0002756470,0.0002793770,0.0002842260,0.0002887020,0.0002905670,0.0002894480,0.0002868370,0.0002845990,0.0002838530,0.0002834800,0.0002812420,0.0000
166.7500,-45.4500,0.0003834440,0.0003800870,0.0003759840,0.0003722540,0.0003700160,0.0003696430,0.0003700160,0.0003703890,0.0003700160,0.0003696430,0.0003696430,0.0003700160,0.0003711350,0.0003730000,0.0003752380,0.0003756110,0.0003741190,0.0003715080,0.0003688970,0.0003681510,0.0003700160,0.0003748650,0.0003808330,0.0003860550,0.0003882930,0.0003871740,0.0003845630,0.0003823250,0.0003815790,0.0003815790,0.0003785950,0.0000
166.7500,-45.3500,0.0006602100,0.0006583450,0.0006553610,0.0006516310,0.0006479010,0.0006452900,0.0006434250,0.0006426790,0.0006423060,0.0006423060,0.0006423060,0.0006430520,0.0006452900,0.0006493930,0.0006531230,0.0006546150,0.0006527500,0.0006486470,0.0006445440,0.0006430520,0.0006449170,0.0006501390,0.0006564800,0.0006617020,0.0006635670,0.0006624480,0.0006594640,0.0006568530,0.0006557340,0.0006549880,0.0006512580,0.0000
166.7500,-45.2500,0.0011712200,0.0011727120,0.0011704740,0.0011652520,0.0011577920,0.0011503320,0.0011451100,0.0011428720,0.0011417530,0.0011413800,0.0011402610,0.0011406340,0.0011432450,0.0011488400,0.0011548080,0.0011574190,0.0011551810,0.0011492130,0.0011432450,0.0011406340,0.0011421260,0.0011477210,0.0011548080,0.0011600300,0.0011615220,0.0011604030,0.0011574190,0.0011551810,0.0011544350,0.0011533160,0.0011488400,0.0000
166.7500,-45.1500,0.0012047900,0.0012062820,0.0012055360,0.0012014330,0.0011954650,0.0011894970,0.0011850210,0.0011831560,0.0011824100,0.0011824100,0.0011816640,0.0011824100,0.0011861400,0.0011936000,0.0012018060,0.0012059090,0.0012032980,0.0011965840,0.0011898700,0.0011865130,0.0011883780,0.0011950920,0.0012025520,0.0012085200,0.0012111310,0.0012111310,0.0012100120,0.0012088930,0.0012096390,0.0012096390,0.0012055360,0.0000
166.7500,-45.0500,0.0006042600,0.0006057520,0.0006053790,0.0006035140,0.0006012760,0.0005986650,0.0005968000,0.0005960540,0.0005960540,0.0005960540,0.0005964270,0.0005982920,0.0006035140,0.0006124660,0.0006217910,0.0006262670,0.0006240290,0.0006173150,0.0006102280,0.0006072440,0.0006094820,0.0006161960,0.0006240290,0.0006303700,0.0006337270,0.0006352190,0.0006355920,0.0006367110,0.0006389490,0.0006404410,0.0006374570,0.0000
166.7500,-44.9500,0.0003006380,0.0003010110,0.0003006380,0.0002991460,0.0002976540,0.0002965350,0.0002961620,0.0002957890,0.0002961620,0.0002965350,0.0002972810,0.0002995190,0.0003047410,0.0003133200,0.0003218990,0.0003260020,0.0003241370,0.0003185420,0.0003125740,0.0003095900,0.0003118280,0.0003177960,0.0003248830,0.0003308510,0.0003345810,0.0003360730,0.0003375650,0.0003394300,0.0003427870,0.0003450250,0.0003427870,0.0000
166.7500,-44.8500,0.0001745640,0.0001749370,0.0001745640,0.0001741910,0.0001738180,0.0001738180,0.0001738180,0.0001741910,0.0001745640,0.0001749370,0.0001756830,0.0001775480,0.0001816510,0.0001879920,0.0001943330,0.0001973170,0.0001961980,0.0001920950,0.0001879920,0.0001861270,0.0001879920,0.0001928410,0.0001988090,0.0002040310,0.0002073880,0.0002092530,0.0002111180,0.0002137290,0.0002170860,0.0002189510,0.0002174590,0.0000
166.8500,-45.5500,0.0002036580,0.0002014200,0.0001995550,0.0001984360,0.0001988090,0.0002003010,0.0002021660,0.0002036580,0.0002040310,0.0002044040,0.0002044040,0.0002044040,0.0002051500,0.0002066420,0.0002085070,0.0002096260,0.0002096260,0.0002088800,0.0002081340,0.0002088800,0.0002114910,0.0002159670,0.0002219350,0.0002267840,0.0002297680,0.0002301410,0.0002286490,0.0002279030,0.0002286490,0.0002293950,0.0002282760,0.0000
166.8500,-45.4500,0.0003155580,0.0003114550,0.0003077250,0.0003047410,0.0003036220,0.0003039950,0.0003054870,0.0003066060,0.0003073520,0.0003080980,0.0003088440,0.0003095900,0.0003114550,0.0003140660,0.0003170500,0.0003181690,0.0003174230,0.0003151850,0.0003133200,0.0003129470,0.0003159310,0.0003211530,0.0003278670,0.0003330890,0.0003360730,0.0003360730,0.0003345810,0.0003334620,0.0003338350,0.0003342080,0.0003323430,0.0000
166.8500,-45.3500,0.0005729280,0.0005684520,0.0005628570,0.0005580080,0.0005542780,0.0005524130,0.0005516670,0.0005520400,0.0005527860,0.0005527860,0.0005531590,0.0005535320,0.0005557700,0.0005598730,0.0005639760,0.0005654680,0.0005632300,0.0005587540,0.0005539050,0.0005516670,0.0005535320,0.0005583810,0.0005643490,0.0005688250,0.0005703170,0.0005691980,0.0005665870,0.0005643490,0.0005639760,0.0005636030,0.0005598730,0.0000
166.8500,-45.2500,0.0010119490,0.0010119490,0.0010100840,0.0010056080,0.0010003860,0.0009947910,0.0009914340,0.0009899420,0.0009895690,0.0009891960,0.0009880770,0.0009873310,0.0009895690,0.0009947910,0.0010007590,0.0010029970,0.0009996400,0.0009921800,0.0009847200,0.0009806170,0.0009813630,0.0009858390,0.0009914340,0.0009955370,0.0009959100,0.0009940450,0.0009910610,0.0009884500,0.0009877040,0.0009865850,0.0009817360,0.0000
166.8500,-45.1500,0.0012816280,0.0012834930,0.0012838660,0.0012823740,0.0012786440,0.0012741680,0.0012708110,0.0012696920,0.0012700650,0.0012700650,0.0012693190,0.0012693190,0.0012730490,0.0012808820,0.0012894610,0.0012935640,0.0012905800,0.0012823740,0.0012737950,0.0012693190,0.0012704380,0.0012760330,0.0012827470,0.0012872230,0.0012890880,0.0012887150,0.0012868500,0.0012861040,0.0012864770,0.0012861040,0.0012816280,0.0000
166.8500,-45.0500,0.0007874030,0.0007885220,0.0007877760,0.0007855380,0.0007825540,0.0007799430,0.0007788240,0.0007788240,0.0007799430,0.0007806890,0.0007814350,0.0007836730,0.0007892680,0.0007989660,0.0008094100,0.0008146320,0.0008127670,0.0008049340,0.0007967280,0.0007926250,0.0007944900,0.0008008310,0.0008086640,0.0008142590,0.0008176160,0.0008187350,0.0008194810,0.0008209730,0.0008232110,0.0008247030,0.0008213460,0.0000
166.8500,-44.9500,0.0003834440,0.0003834440,0.0003819520,0.0003789680,0.0003759840,0.0003741190,0.0003737460,0.0003737460,0.0003744920,0.0003756110,0.0003767300,0.0003789680,0.0003845630,0.0003938880,0.0004035860,0.0004084350,0.0004069430,0.0004006020,0.0003935150,0.0003897850,0.0003916500,0.0003976180,0.0004047050,0.0004103000,0.0004140300,0.0004162680,0.0004181330,0.0004207440,0.0004241010,0.0004263390,0.0004241010,0.0000
166.8500,-44.8500,0.0002044040,0.0002040310,0.0002036580,0.0002029120,0.0002021660,0.0002021660,0.0002025390,0.0002029120,0.0002036580,0.0002040310,0.0002051500,0.0002066420,0.0002111180,0.0002178320,0.0002252920,0.0002290220,0.0002279030,0.0002234270,0.0002182050,0.0002155940,0.0002170860,0.0002219350,0.0002279030,0.0002327520,0.0002361090,0.0002387200,0.0002413310,0.0002443150,0.0002480450,0.0002499100,0.0002480450,0.0000
166.9500,-45.4500,0.0002279030,0.0002245460,0.0002215620,0.0002196970,0.0002185780,0.0002189510,0.0002196970,0.0002208160,0.0002219350,0.0002226810,0.0002234270,0.0002245460,0.0002264110,0.0002293950,0.0002323790,0.0002342440,0.0002334980,0.0002316330,0.0002301410,0.0002308870,0.0002342440,0.0002398390,0.0002469260,0.0002528940,0.0002562510,0.0002569970,0.0002566240,0.0002566240,0.0002584890,0.0002599810,0.0002588620,0.0000
166.9500,-45.3500,0.0004084350,0.0004039590,0.0003991100,0.0003950070,0.0003923960,0.0003912770,0.0003912770,0.0003923960,0.0003931420,0.0003938880,0.0003942610,0.0003950070,0.0003972450,0.0004017210,0.0004058240,0.0004076890,0.0004054510,0.0004013480,0.0003968720,0.0003953800,0.0003972450,0.0004028400,0.0004091810,0.0004136570,0.0004158950,0.0004155220,0.0004140300,0.0004136570,0.0004144030,0.0004151490,0.0004121650,0.0000
166.9500,-45.2500,0.0006706540,0.0006710270,0.0006699080,0.0006680430,0.0006650590,0.0006620750,0.0006598370,0.0006594640,0.0006598370,0.0006598370,0.0006594640,0.0006594640,0.0006617020,0.0006676700,0.0006736380,0.0006758760,0.0006728920,0.0006654320,0.0006579720,0.0006538690,0.0006549880,0.0006594640,0.0006650590,0.0006687890,0.0006699080,0.0006684160,0.0006665510,0.0006650590,0.0006654320,0.0006650590,0.0006605830,0.0000
166.9500,-45.1500,0.0009440630,0.0009466740,0.0009481660,0.0009477930,0.0009455550,0.0009429440,0.0009410790,0.0009407060,0.0009410790,0.0009410790,0.0009407060,0.0009410790,0.0009448090,0.0009530150,0.0009615940,0.0009656970,0.0009623400,0.0009541340,0.0009451820,0.0009399600,0.0009410790,0.0009463010,0.0009526420,0.0009567450,0.0009582370,0.0009578640,0.0009571180,0.0009567450,0.0009578640,0.0009578640,0.0009533880,0.0000
166.9500,-45.0500,0.0008269410,0.0008276870,0.0008269410,0.0008250760,0.0008228380,0.0008213460,0.0008209730,0.0008217190,0.0008232110,0.0008239570,0.0008250760,0.0008269410,0.0008325360,0.0008426070,0.0008534240,0.0008586460,0.0008567810,0.0008489480,0.0008403690,0.0008358930,0.0008373850,0.0008433530,0.0008508130,0.0008560350,0.0008590190,0.0008605110,0.0008616300,0.0008634950,0.0008661060,0.0008675980,0.0008642410,0.0000
166.9500,-44.9500,0.0004572980,0.0004572980,0.0004554330,0.0004531950,0.0004509570,0.0004494650,0.0004498380,0.0004509570,0.0004520760,0.0004531950,0.0004543140,0.0004569250,0.0004625200,0.0004718450,0.0004819160,0.0004871380,0.0004860190,0.0004793050,0.0004718450,0.0004681150,0.0004696070,0.0004755750,0.0004822890,0.0004875110,0.0004912410,0.0004938520,0.0004960900,0.0004990740,0.0005028040,0.0005050420,0.0005024310,0.0000
166.9500,-44.8500,0.0002450610,0.0002446880,0.0002443150,0.0002439420,0.0002435690,0.0002439420,0.0002446880,0.0002461800,0.0002472990,0.0002484180,0.0002491640,0.0002510290,0.0002543860,0.0002611000,0.0002689330,0.0002730360,0.0002722900,0.0002674410,0.0002618460,0.0002584890,0.0002596080,0.0002644570,0.0002700520,0.0002749010,0.0002786310,0.0002812420,0.0002842260,0.0002879560,0.0002916860,0.0002939240,0.0002916860,0.0000
166.9500,-44.7500,0.0001555410,0.0001559140,0.0001559140,0.0001559140,0.0001562870,0.0001574060,0.0001588980,0.0001607630,0.0001622550,0.0001633740,0.0001641200,0.0001648660,0.0001667310,0.0001704610,0.0001756830,0.0001786670,0.0001782940,0.0001749370,0.0001708340,0.0001682230,0.0001689690,0.0001723260,0.0001768020,0.0001812780,0.0001850080,0.0001879920,0.0001913490,0.0001950790,0.0001991820,0.0002010470,0.0001988090,0.0000
167.0500,-45.3500,0.0002584890,0.0002573700,0.0002558780,0.0002543860,0.0002536400,0.0002532670,0.0002532670,0.0002536400,0.0002543860,0.0002551320,0.0002558780,0.0002569970,0.0002596080,0.0002640840,0.0002685600,0.0002707980,0.0002696790,0.0002663220,0.0002633380,0.0002629650,0.0002663220,0.0002722900,0.0002793770,0.0002845990,0.0002875830,0.0002883290,0.0002887020,0.0002894480,0.0002916860,0.0002935510,0.0002916860,0.0000
167.0500,-45.2500,0.0004099270,0.0004117920,0.0004125380,0.0004125380,0.0004110460,0.0004088080,0.0004069430,0.0004061970,0.0004061970,0.0004061970,0.0004065700,0.0004073160,0.0004106730,0.0004166410,0.0004233550,0.0004263390,0.0004241010,0.0004185060,0.0004129110,0.0004103000,0.0004125380,0.0004185060,0.0004248470,0.0004293230,0.0004315610,0.0004319340,0.0004315610,0.0004319340,0.0004337990,0.0004349180,0.0004319340,0.0000
167.0500,-45.1500,0.0005774040,0.0005796420,0.0005815070,0.0005818800,0.0005803880,0.0005777770,0.0005751660,0.0005740470,0.0005736740,0.0005736740,0.0005733010,0.0005740470,0.0005777770,0.0005856100,0.0005941890,0.0005982920,0.0005956810,0.0005882210,0.0005803880,0.0005762850,0.0005777770,0.0005833720,0.0005897130,0.0005938160,0.0005960540,0.0005968000,0.0005971730,0.0005982920,0.0006001570,0.0006012760,0.0005979190,0.0000
167.0500,-45.0500,0.0006456630,0.0006464090,0.0006464090,0.0006456630,0.0006449170,0.0006437980,0.0006437980,0.0006441710,0.0006452900,0.0006456630,0.0006460360,0.0006479010,0.0006527500,0.0006617020,0.0006717730,0.0006769950,0.0006751300,0.0006680430,0.0006602100,0.0006557340,0.0006572260,0.0006631940,0.0006699080,0.0006751300,0.0006781140,0.0006799790,0.0006818440,0.0006840820,0.0006874390,0.0006893040,0.0006863200,0.0000
167.0500,-44.9500,0.0004785590,0.0004785590,0.0004778130,0.0004770670,0.0004766940,0.0004766940,0.0004778130,0.0004796780,0.0004811700,0.0004822890,0.0004834080,0.0004852730,0.0004897490,0.0004979550,0.0005076530,0.0005132480,0.0005121290,0.0005061610,0.0004990740,0.0004949710,0.0004964630,0.0005020580,0.0005083990,0.0005132480,0.0005169780,0.0005199620,0.0005225730,0.0005259300,0.0005300330,0.0005318980,0.0005292870,0.0000
167.0500,-44.8500,0.0003002650,0.0003002650,0.0002998920,0.0002998920,0.0003006380,0.0003017570,0.0003039950,0.0003066060,0.0003092170,0.0003107090,0.0003118280,0.0003125740,0.0003151850,0.0003204070,0.0003274940,0.0003319700,0.0003312240,0.0003263750,0.0003207800,0.0003174230,0.0003181690,0.0003222720,0.0003278670,0.0003323430,0.0003360730,0.0003394300,0.0003427870,0.0003468900,0.0003506200,0.0003524850,0.0003502470,0.0000
167.0500,-44.7500,0.0001950790,0.0001950790,0.0001950790,0.0001954520,0.0001965710,0.0001988090,0.0002021660,0.0002058960,0.0002092530,0.0002114910,0.0002126100,0.0002122370,0.0002126100,0.0002148480,0.0002189510,0.0002219350,0.0002215620,0.0002178320,0.0002133560,0.0002103720,0.0002107450,0.0002137290,0.0002178320,0.0002223080,0.0002264110,0.0002301410,0.0002342440,0.0002383470,0.0002420770,0.0002439420,0.0002413310,0.0000
167.0500,-44.6500,0.0001357720,0.0001357720,0.0001357720,0.0001361450,0.0001372640,0.0001395020,0.0001428590,0.0001469620,0.0001503190,0.0001525570,0.0001533030,0.0001525570,0.0001518110,0.0001521840,0.0001544220,0.0001566600,0.0001562870,0.0001536760,0.0001499460,0.0001473350,0.0001469620,0.0001488270,0.0001525570,0.0001562870,0.0001603900,0.0001644930,0.0001689690,0.0001730720,0.0001768020,0.0001782940,0.0001760560,0.0000
167.1500,-45.2500,0.0002499100,0.0002514020,0.0002528940,0.0002532670,0.0002525210,0.0002502830,0.0002484180,0.0002469260,0.0002461800,0.0002461800,0.0002465530,0.0002476720,0.0002506560,0.0002562510,0.0002622190,0.0002652030,0.0002640840,0.0002599810,0.0002562510,0.0002551320,0.0002584890,0.0002644570,0.0002711710,0.0002763930,0.0002793770,0.0002804960,0.0002816150,0.0002834800,0.0002864640,0.0002883290,0.0002868370,0.0000
167.1500,-45.1500,0.0003543500,0.0003554690,0.0003565880,0.0003569610,0.0003558420,0.0003536040,0.0003509930,0.0003495010,0.0003483820,0.0003480090,0.0003476360,0.0003487550,0.0003521120,0.0003591990,0.0003666590,0.0003703890,0.0003688970,0.0003629290,0.0003573340,0.0003547230,0.0003569610,0.0003625560,0.0003692700,0.0003737460,0.0003767300,0.0003782220,0.0003797140,0.0003819520,0.0003849360,0.0003868010,0.0003845630,0.0000
167.1500,-45.0500,0.0004364100,0.0004364100,0.0004364100,0.0004364100,0.0004360370,0.0004356640,0.0004352910,0.0004356640,0.0004360370,0.0004360370,0.0004364100,0.0004375290,0.0004416320,0.0004490920,0.0004580440,0.0004628930,0.0004614010,0.0004558060,0.0004490920,0.0004457350,0.0004476000,0.0004531950,0.0004595360,0.0004643850,0.0004677420,0.0004699800,0.0004725910,0.0004755750,0.0004789320,0.0004811700,0.0004785590,0.0000
167.1500,-44.9500,0.0004505840,0.0004502110,0.0004502110,0.0004502110,0.0004509570,0.0004520760,0.0004543140,0.0004565520,0.0004584170,0.0004595360,0.0004602820,0.0004614010,0.0004643850,0.0004710990,0.0004789320,0.0004837810,0.0004830350,0.0004778130,0.0004714720,0.0004681150,0.0004692340,0.0004740830,0.0004800510,0.0004849000,0.0004886300,0.0004916140,0.0004945980,0.0004983280,0.0005024310,0.0005042960,0.0005016850,0.0000
167.1500,-44.8500,0.0003778490,0.0003778490,0.0003778490,0.0003782220,0.0003797140,0.0003826980,0.0003868010,0.0003916500,0.0003961260,0.0003987370,0.0003998560,0.0003994830,0.0003998560,0.0004028400,0.0004076890,0.0004114190,0.0004110460,0.0004065700,0.0004009750,0.0003976180,0.0003979910,0.0004017210,0.0004065700,0.0004110460,0.0004147760,0.0004185060,0.0004222360,0.0004263390,0.0004300690,0.0004315610,0.0004289500,0.0000
167.1500,-44.7500,0.0002808690,0.0002808690,0.0002812420,0.0002819880,0.0002842260,0.0002887020,0.0002950430,0.0003025030,0.0003088440,0.0003129470,0.0003140660,0.0003125740,0.0003095900,0.0003084710,0.0003103360,0.0003122010,0.0003118280,0.0003084710,0.0003032490,0.0002998920,0.0002995190,0.0003017570,0.0003062330,0.0003103360,0.0003148120,0.0003189150,0.0003230180,0.0003274940,0.0003312240,0.0003323430,0.0003297320,0.0000
167.1500,-44.6500,0.0001909760,0.0001909760,0.0001913490,0.0001920950,0.0001939600,0.0001984360,0.0002051500,0.0002129830,0.0002196970,0.0002241730,0.0002252920,0.0002230540,0.0002189510,0.0002163400,0.0002163400,0.0002178320,0.0002174590,0.0002144750,0.0002099990,0.0002062690,0.0002051500,0.0002066420,0.0002099990,0.0002144750,0.0002189510,0.0002234270,0.0002282760,0.0002327520,0.0002364820,0.0002376010,0.0002349900,0.0000
167.2500,-45.1500,0.0002461800,0.0002443150,0.0002431960,0.0002420770,0.0002398390,0.0002376010,0.0002357360,0.0002342440,0.0002331250,0.0002323790,0.0002316330,0.0002320060,0.0002346170,0.0002398390,0.0002458070,0.0002487910,0.0002476720,0.0002435690,0.0002390930,0.0002376010,0.0002402120,0.0002458070,0.0002517750,0.0002562510,0.0002588620,0.0002611000,0.0002629650,0.0002659490,0.0002693060,0.0002715440,0.0002696790,0.0000
167.2500,-45.0500,0.0003185420,0.0003177960,0.0003174230,0.0003166770,0.0003159310,0.0003155580,0.0003155580,0.0003159310,0.0003163040,0.0003163040,0.0003163040,0.0003170500,0.0003196610,0.0003256290,0.0003323430,0.0003364460,0.0003357000,0.0003312240,0.0003260020,0.0003233910,0.0003252560,0.0003304780,0.0003360730,0.0003405490,0.0003439060,0.0003465170,0.0003491280,0.0003524850,0.0003562150,0.0003584530,0.0003562150,0.0000
167.2500,-44.9500,0.0003979910,0.0003979910,0.0003979910,0.0003983640,0.0003991100,0.0004009750,0.0004039590,0.0004069430,0.0004099270,0.0004114190,0.0004121650,0.0004125380,0.0004136570,0.0004177600,0.0004237280,0.0004274580,0.0004270850,0.0004226090,0.0004170140,0.0004140300,0.0004147760,0.0004192520,0.0004244740,0.0004289500,0.0004323070,0.0004356640,0.0004390210,0.0004431240,0.0004468540,0.0004483460,0.0004457350,0.0000
167.2500,-44.8500,0.0004822890,0.0004822890,0.0004822890,0.0004830350,0.0004849000,0.0004893760,0.0004960900,0.0005035500,0.0005098910,0.0005139940,0.0005151130,0.0005132480,0.0005106370,0.0005098910,0.0005121290,0.0005147400,0.0005139940,0.0005095180,0.0005042960,0.0005005660,0.0005001930,0.0005031770,0.0005076530,0.0005117560,0.0005154860,0.0005195890,0.0005233190,0.0005274220,0.0005307790,0.0005318980,0.0005289140,0.0000
167.2500,-44.7500,0.0004640120,0.0004640120,0.0004647580,0.0004662500,0.0004696070,0.0004766940,0.0004871380,0.0004994470,0.0005102640,0.0005169780,0.0005180970,0.0005143670,0.0005069070,0.0005009390,0.0004990740,0.0004994470,0.0004983280,0.0004945980,0.0004890030,0.0004849000,0.0004837810,0.0004856460,0.0004893760,0.0004938520,0.0004979550,0.0005024310,0.0005069070,0.0005110100,0.0005143670,0.0005151130,0.0005117560,0.0000
167.2500,-44.6500,0.0003218990,0.0003218990,0.0003222720,0.0003237640,0.0003274940,0.0003345810,0.0003461440,0.0003591990,0.0003711350,0.0003785950,0.0003800870,0.0003756110,0.0003670320,0.0003595720,0.0003562150,0.0003558420,0.0003543500,0.0003506200,0.0003453980,0.0003409220,0.0003390570,0.0003401760,0.0003435330,0.0003480090,0.0003528580,0.0003580800,0.0003629290,0.0003674050,0.0003707620,0.0003715080,0.0003685240,0.0000
167.3500,-45.0500,0.0002499100,0.0002480450,0.0002458070,0.0002428230,0.0002398390,0.0002376010,0.0002361090,0.0002357360,0.0002357360,0.0002357360,0.0002353630,0.0002353630,0.0002372280,0.0002409580,0.0002458070,0.0002484180,0.0002476720,0.0002439420,0.0002398390,0.0002379740,0.0002394660,0.0002435690,0.0002484180,0.0002525210,0.0002555050,0.0002581160,0.0002611000,0.0002644570,0.0002681870,0.0002700520,0.0002681870,0.0000
167.3500,-44.9500,0.0003248830,0.0003248830,0.0003248830,0.0003245100,0.0003248830,0.0003263750,0.0003297320,0.0003338350,0.0003371920,0.0003390570,0.0003398030,0.0003390570,0.0003390570,0.0003409220,0.0003442790,0.0003472630,0.0003465170,0.0003427870,0.0003383110,0.0003353270,0.0003360730,0.0003394300,0.0003439060,0.0003480090,0.0003517390,0.0003550960,0.0003588260,0.0003625560,0.0003662860,0.0003677780,0.0003651670,0.0000
